42064102|Zoetermeer, Redelaan|ACCESSIBLE|NOTACCESSIBLE
54411550|Zoetermeer, Van Wijngaardenstraat|ACCESSIBLE|NOTACCESSIBLE
42017802|Den Haag, Parnassia|ACCESSIBLE|NOTACCESSIBLE
42061001|Zoetermeer, Frederik Hendriklaan|ACCESSIBLE|NOTACCESSIBLE
54411050|Zoetermeer, Station Palenstein|ACCESSIBLE|NOTACCESSIBLE
54471300|Maasland, Viaduct|ACCESSIBLE|NOTACCESSIBLE
32003357|Lozerlaan|ACCESSIBLE|NOTACCESSIBLE
42062102|Zoetermeer, Kleurlaan|ACCESSIBLE|NOTACCESSIBLE
42046504|Rijswijk, Treubstraat|ACCESSIBLE|NOTACCESSIBLE
42027202|Leidschendam, GGZ Haagstreek|ACCESSIBLE|NOTACCESSIBLE
42055302|Wassenaar, Admiraal Helfrichlaan|ACCESSIBLE|NOTACCESSIBLE
42056802|Wassenaar, Papegaaienlaan|ACCESSIBLE|NOTACCESSIBLE
42061301|Zoetermeer, Gouderakstraat|ACCESSIBLE|NOTACCESSIBLE
42061701|Zoetermeer, Houtsingel|ACCESSIBLE|NOTACCESSIBLE
42067702|Den Haag, Prinses Marijkestraat|ACCESSIBLE|NOTACCESSIBLE
32003602|Loevesteinlaan|ACCESSIBLE|NOTACCESSIBLE
42015701|Den Haag, Lozerlaan|ACCESSIBLE|NOTACCESSIBLE
42015702|Den Haag, Lozerlaan|ACCESSIBLE|NOTACCESSIBLE
54142030|Den Haag, Waalsdorperlaan|ACCESSIBLE|NOTACCESSIBLE
42064201|Zoetermeer, Regenboogsingel|ACCESSIBLE|NOTACCESSIBLE
32002724|Station Hollands Spoor|ACCESSIBLE|NOTACCESSIBLE
32003708|Melis Stokelaan|ACCESSIBLE|NOTACCESSIBLE
42055602|Wassenaar, Burchtlaan|ACCESSIBLE|NOTACCESSIBLE
32002926|Jacob Catsstraat|ACCESSIBLE|NOTACCESSIBLE
32003916|Regulusweg|ACCESSIBLE|NOTACCESSIBLE
42017801|Den Haag, Parnassia|ACCESSIBLE|NOTACCESSIBLE
32003327|De Dreef|ACCESSIBLE|NOTACCESSIBLE
32003339|Lozerlaan|ACCESSIBLE|NOTACCESSIBLE
42056202|Wassenaar, de Kieviet|ACCESSIBLE|NOTACCESSIBLE
32001913|Thorbeckelaan|ACCESSIBLE|NOTACCESSIBLE
32003211|Castricumplein|ACCESSIBLE|NOTACCESSIBLE
42000602|Den Hoorn, RK Kerk|ACCESSIBLE|NOTACCESSIBLE
42024602|Honselersdijk, Strijplaan|ACCESSIBLE|NOTACCESSIBLE
42035001|Maasland, Viaduct|ACCESSIBLE|NOTACCESSIBLE
42067001|Delfgauw, Hoefsmidstraat|ACCESSIBLE|NOTACCESSIBLE
074203|Van Boshuizenstraat|ACCESSIBLE|UNKNOWN
42004201|Delft, Brahmslaan|ACCESSIBLE|ACCESSIBLE
42017501|Den Haag, Ockenrode|ACCESSIBLE|ACCESSIBLE
42007802|Delft, Zuidpoort|ACCESSIBLE|NOTACCESSIBLE
50003320|Utrecht, Juliusstraat|NOTACCESSIBLE|NOTACCESSIBLE
32000402|Bronovo Ziekenhuis|NOTACCESSIBLE|NOTACCESSIBLE
32002908|Delftselaan|NOTACCESSIBLE|NOTACCESSIBLE
32000201|Kurhaus|NOTACCESSIBLE|NOTACCESSIBLE
32000214|Zwarte Pad|NOTACCESSIBLE|NOTACCESSIBLE
32000312|Plesmanweg|NOTACCESSIBLE|NOTACCESSIBLE
32000735|Rusthoekstraat|NOTACCESSIBLE|NOTACCESSIBLE
32001915|Perenstraat|NOTACCESSIBLE|NOTACCESSIBLE
32001872|Westduin|NOTACCESSIBLE|NOTACCESSIBLE
32000218|Harstenhoekplein|NOTACCESSIBLE|NOTACCESSIBLE
32000204|Kurhaus|NOTACCESSIBLE|NOTACCESSIBLE
32000604|Madurodam|NOTACCESSIBLE|NOTACCESSIBLE
32002508|Saffierhorst|NOTACCESSIBLE|NOTACCESSIBLE
32005212|Paulus Potterlaan|NOTACCESSIBLE|NOTACCESSIBLE
42000201|Den Hoorn, Hof van Delftstraat|NOTACCESSIBLE|NOTACCESSIBLE
42000301|Schipluiden, Manege|NOTACCESSIBLE|NOTACCESSIBLE
42003902|Delft, Krakeelpolderweg|NOTACCESSIBLE|NOTACCESSIBLE
42005308|Delft, Station Delft|NOTACCESSIBLE|NOTACCESSIBLE
51380090|Schalkwijk, Spoorlaan|NOTACCESSIBLE|NOTACCESSIBLE
51280940|Houten, De Muren|NOTACCESSIBLE|NOTACCESSIBLE
51380290|'t Goy, Wickenburghseweg|NOTACCESSIBLE|NOTACCESSIBLE
50000980|Utrecht, Anne Frankplein|NOTACCESSIBLE|NOTACCESSIBLE
59151380|Utrecht, Berezinadreef|ACCESSIBLE|ACCESSIBLE
50002370|Utrecht, Karperstraat|ACCESSIBLE|ACCESSIBLE
50006830|Utrecht, Maliebaan|NOTACCESSIBLE|ACCESSIBLE
50000320|Utrecht, Kleine Singel|NOTACCESSIBLE|ACCESSIBLE
50200110|Zeist, De Dreef/Panweg|NOTACCESSIBLE|ACCESSIBLE
59230030|Haarzuilens, Joostenlaan|NOTACCESSIBLE|NOTACCESSIBLE
51200500|Vleuten, Station|NOTACCESSIBLE|NOTACCESSIBLE
50005000|Utrecht, Centraal Station|NOTACCESSIBLE|NOTACCESSIBLE
50001270|Utrecht, Socrateslaan|NOTACCESSIBLE|ACCESSIBLE
59330110|Kockengen, Dreef|NOTACCESSIBLE|NOTACCESSIBLE
50001690|Utrecht, Kemal Ataturkstraat|NOTACCESSIBLE|ACCESSIBLE
50001150|Utrecht, Diakonessenhuis|NOTACCESSIBLE|ACCESSIBLE
50006730|Utrecht, Tolsteegbrug|NOTACCESSIBLE|ACCESSIBLE
50006452|Utrecht, Linschotensingel|NOTACCESSIBLE|ACCESSIBLE
50001282|Utrecht, Socrateslaan|NOTACCESSIBLE|ACCESSIBLE
50006870|Utrecht, Oudwijkerdwarsstraat|NOTACCESSIBLE|ACCESSIBLE
50000240|Utrecht, Winklerlaan|NOTACCESSIBLE|ACCESSIBLE
50200891|Zeist, Dreef/Kromme-Rijnln.|NOTACCESSIBLE|ACCESSIBLE
50007420|Utrecht, Prinsesselaan|NOTACCESSIBLE|ACCESSIBLE
59151330|Utrecht, Atlasdreef|ACCESSIBLE|ACCESSIBLE
59150770|Utrecht, Nijldreef|ACCESSIBLE|ACCESSIBLE
50100540|Utrecht-De Uithof, AZU|NOTACCESSIBLE|NOTACCESSIBLE
59150620|Utrecht, Pionstraat|NOTACCESSIBLE|NOTACCESSIBLE
50001330|Utrecht, Smaragdplein|ACCESSIBLE|ACCESSIBLE
51280690|Houten, Oude Dorp|ACCESSIBLE|ACCESSIBLE
50100560|Utrecht-De Uithof, WKZ|ACCESSIBLE|NOTACCESSIBLE
50007080|Utrecht, Nijverheidsweg|ACCESSIBLE|NOTACCESSIBLE
50200570|Zeist, Godfried van Seystln|ACCESSIBLE|NOTACCESSIBLE
59250610|Maarssenbroek, Antilopespoor|ACCESSIBLE|NOTACCESSIBLE
51200010|De Meern, Europaweg|ACCESSIBLE|NOTACCESSIBLE
50008080|Utrecht, Beethovenlaan|ACCESSIBLE|NOTACCESSIBLE
51111280|De Meern, De Balije|ACCESSIBLE|NOTACCESSIBLE
51110100|De Meern, Meernbrug|ACCESSIBLE|NOTACCESSIBLE
59390150|Den Dolder, Pleineslaan|NOTACCESSIBLE|NOTACCESSIBLE
59200180|Maartensdijk, Koningin Julianalaan|NOTACCESSIBLE|NOTACCESSIBLE
50000841|Utrecht, Majellapark|ACCESSIBLE|NOTACCESSIBLE
51200122|De Meern, Veldhuizen|ACCESSIBLE|NOTACCESSIBLE
59250840|Maarssenbroek, Het Kwadrant|ACCESSIBLE|NOTACCESSIBLE
51200140|De Meern, Europaweg|ACCESSIBLE|NOTACCESSIBLE
59250170|Maarssen, Kaatsbaan|ACCESSIBLE|NOTACCESSIBLE
51200120|De Meern, Veldhuizen|ACCESSIBLE|NOTACCESSIBLE
50100410|Utrecht, Rijnsweerd Noord|ACCESSIBLE|NOTACCESSIBLE
59250820|Maarssenbroek, Antilopespoor|ACCESSIBLE|NOTACCESSIBLE
51110110|De Meern, Meernbrug|ACCESSIBLE|NOTACCESSIBLE
50000050|Utrecht, 24 Oktoberplein|ACCESSIBLE|NOTACCESSIBLE
50005210|Utrecht, Beethovenlaan|ACCESSIBLE|NOTACCESSIBLE
59150280|Utrecht, Carnegiedreef|ACCESSIBLE|ACCESSIBLE
59150011|Maarssen, Rekreatieoord|ACCESSIBLE|NOTACCESSIBLE
59250160|Maarssen, Kaatsbaan|ACCESSIBLE|NOTACCESSIBLE
51280500|Houten, Koedijk|ACCESSIBLE|ACCESSIBLE
59150070|Utrecht, Oud Zuilen|ACCESSIBLE|ACCESSIBLE
51200320|Vleuten, Rubenslaan|NOTACCESSIBLE|NOTACCESSIBLE
50100680|Bilthoven,  RIVM|NOTACCESSIBLE|NOTACCESSIBLE
59140091|Utrecht, Mesonweg|NOTACCESSIBLE|NOTACCESSIBLE
51110520|De Meern, Zuiderbreedte|NOTACCESSIBLE|NOTACCESSIBLE
50001010|Utrecht, Sterrenwijk|NOTACCESSIBLE|NOTACCESSIBLE
51220950|Nieuwegein, Berkstraat|NOTACCESSIBLE|NOTACCESSIBLE
50200700|Zeist, Lindenlaan|NOTACCESSIBLE|NOTACCESSIBLE
50002230|Utrecht, Nicolaas Beetsstraat|NOTACCESSIBLE|NOTACCESSIBLE
59140041|Utrecht, Thoriumweg|NOTACCESSIBLE|NOTACCESSIBLE
51320062|IJsselstein, Mandenmaker|NOTACCESSIBLE|NOTACCESSIBLE
50310110|Austerlitz, Waterlooweg|NOTACCESSIBLE|NOTACCESSIBLE
50001840|Utrecht, Willem van Noortstraat|NOTACCESSIBLE|NOTACCESSIBLE
51220132|Nieuwegein, De Kempenaerpark|NOTACCESSIBLE|NOTACCESSIBLE
51380340|Houten, Poeldijk|NOTACCESSIBLE|NOTACCESSIBLE
50001450|Utrecht, Sint Jacobsstraat|NOTACCESSIBLE|NOTACCESSIBLE
50005505|Utrecht, Centraal Station|NOTACCESSIBLE|NOTACCESSIBLE
51280580|Houten, Molenzoom|ACCESSIBLE|ACCESSIBLE
022943|Station Sloterdijk|ACCESSIBLE|UNKNOWN
51180060|Nieuwegein, Ravenswade|NOTACCESSIBLE|NOTACCESSIBLE
59151750|Utrecht, J.M.de Muinck Keizerlaan|NOTACCESSIBLE|NOTACCESSIBLE
50001411|Utrecht, Vondellaan|NOTACCESSIBLE|NOTACCESSIBLE
59200060|Hollandsche Rading, Plantsoen|NOTACCESSIBLE|NOTACCESSIBLE
51221000|Nieuwegein, Waterbies|NOTACCESSIBLE|NOTACCESSIBLE
50220185|Bilthoven, Kwikstaartlaan|NOTACCESSIBLE|NOTACCESSIBLE
51220160|Nieuwegein, Landmansweide|NOTACCESSIBLE|NOTACCESSIBLE
50000970|Utrecht, Anne Frankplein|NOTACCESSIBLE|NOTACCESSIBLE
50201080|Zeist, Verzetslaan|NOTACCESSIBLE|NOTACCESSIBLE
51220760|Nieuwegein, Constructieweg|NOTACCESSIBLE|NOTACCESSIBLE
51380150|Schalkwijk, Van Gaalen|NOTACCESSIBLE|NOTACCESSIBLE
51200230|Vleuten, Bottensteinweg|NOTACCESSIBLE|NOTACCESSIBLE
50190060|Bunnik, Rhijnauwenselaan|NOTACCESSIBLE|NOTACCESSIBLE
50200770|Zeist, Oranje Nassaulaan|NOTACCESSIBLE|NOTACCESSIBLE
50002110|Utrecht, 5 Mei Plein|NOTACCESSIBLE|NOTACCESSIBLE
51220360|Nieuwegein, Blauwe Brug|NOTACCESSIBLE|NOTACCESSIBLE
50001480|Utrecht, Oudenoord|NOTACCESSIBLE|NOTACCESSIBLE
50000441|Utrecht, Station Lunetten|NOTACCESSIBLE|NOTACCESSIBLE
50001430|Utrecht, Rozenstraat|NOTACCESSIBLE|NOTACCESSIBLE
59230110|Haarzuilens, Gieltjesdorp|NOTACCESSIBLE|NOTACCESSIBLE
50490130|Werkhoven, Provincialeweg|NOTACCESSIBLE|NOTACCESSIBLE
51220791|Nieuwegein, Rembrandthage|NOTACCESSIBLE|NOTACCESSIBLE
50201070|Zeist, Handelscentrum|NOTACCESSIBLE|NOTACCESSIBLE
51200360|Vleuten, Dorpsstraat|NOTACCESSIBLE|NOTACCESSIBLE
50490060|Werkhoven, Sportpark|NOTACCESSIBLE|NOTACCESSIBLE
59390080|Den Dolder, Hertenlaan|NOTACCESSIBLE|NOTACCESSIBLE
51221010|Nieuwegein, Raalterveste|NOTACCESSIBLE|NOTACCESSIBLE
50310020|Austerlitz, KNVB-Sportcentrum|NOTACCESSIBLE|NOTACCESSIBLE
59150480|Utrecht, De Bazelstraat|NOTACCESSIBLE|NOTACCESSIBLE
50200920|Zeist, Griftlaan|NOTACCESSIBLE|NOTACCESSIBLE
50003310|Utrecht, Juliusstraat|NOTACCESSIBLE|NOTACCESSIBLE
59330100|Kockengen, Dreef|NOTACCESSIBLE|NOTACCESSIBLE
50001232|Utrecht, Europaplein|NOTACCESSIBLE|NOTACCESSIBLE
50002260|Utrecht, Hoogh Boulandt|NOTACCESSIBLE|NOTACCESSIBLE
50005510|Utrecht, Centraal Station|NOTACCESSIBLE|NOTACCESSIBLE
59250850|Maarssenbroek, Het Kwadrant|ACCESSIBLE|NOTACCESSIBLE
59151850|Utrecht, Arizonadreef|NOTACCESSIBLE|NOTACCESSIBLE
50007040|Utrecht, Vlampijpstraat|NOTACCESSIBLE|NOTACCESSIBLE
095243|Bullewijk|ACCESSIBLE|UNKNOWN
59140100|Utrecht, Mesonweg|NOTACCESSIBLE|NOTACCESSIBLE
59151320|Utrecht, Oderdreef|NOTACCESSIBLE|ACCESSIBLE
50200140|Zeist, Nepveulaan|NOTACCESSIBLE|NOTACCESSIBLE
50003130|Utrecht, De Koppel|NOTACCESSIBLE|NOTACCESSIBLE
50000430|Utrecht, Viaduct|NOTACCESSIBLE|NOTACCESSIBLE
32008104|Centrum-West|NOTACCESSIBLE|ACCESSIBLE
32002501|Overbosch|ACCESSIBLE|ACCESSIBLE
42019701|Den Haag, De Uithof|NOTACCESSIBLE|NOTACCESSIBLE
42019801|Den Haag, Veenweg|NOTACCESSIBLE|NOTACCESSIBLE
42019802|Den Haag, Veenweg|NOTACCESSIBLE|NOTACCESSIBLE
42019901|Den Haag, Veluweplein|NOTACCESSIBLE|NOTACCESSIBLE
42019902|Den Haag, Veluweplein|NOTACCESSIBLE|NOTACCESSIBLE
42020001|Den Haag, van Essendijk|NOTACCESSIBLE|NOTACCESSIBLE
42020002|Den Haag, van Essendijk|NOTACCESSIBLE|NOTACCESSIBLE
42020301|Den Haag, Wellant College Madestein|NOTACCESSIBLE|NOTACCESSIBLE
42020302|Den Haag, Wellant College Madestein|NOTACCESSIBLE|NOTACCESSIBLE
51280650|Houten, De Meren|ACCESSIBLE|ACCESSIBLE
50000420|Utrecht, Herenweg|NOTACCESSIBLE|NOTACCESSIBLE
50006890|Utrecht, Oosterstraat|NOTACCESSIBLE|NOTACCESSIBLE
51280960|Houten, Weteringshoek|NOTACCESSIBLE|NOTACCESSIBLE
59100080|Groenekan, Centrum|NOTACCESSIBLE|NOTACCESSIBLE
51220011|Nieuwegein, Sporttunnel|NOTACCESSIBLE|NOTACCESSIBLE
51221040|Nieuwegein, Fokkesteeg|NOTACCESSIBLE|NOTACCESSIBLE
50220040|Bilthoven, Station|NOTACCESSIBLE|NOTACCESSIBLE
50310140|Austerlitz, De Pyramide|NOTACCESSIBLE|NOTACCESSIBLE
50005508|Utrecht, Centraal Station|NOTACCESSIBLE|NOTACCESSIBLE
51111250|Utrecht, Utrechtseweg|NOTACCESSIBLE|NOTACCESSIBLE
50390060|Odijk, Zeisterweg|NOTACCESSIBLE|NOTACCESSIBLE
59250650|Utrecht, Computerweg|NOTACCESSIBLE|NOTACCESSIBLE
50006390|Utrecht, Waalstraat|NOTACCESSIBLE|NOTACCESSIBLE
50005516|Utrecht, Centraal Station|NOTACCESSIBLE|NOTACCESSIBLE
50390140|Odijk, Eikelaar|NOTACCESSIBLE|NOTACCESSIBLE
50201310|Zeist, Kritzingerlaan|NOTACCESSIBLE|NOTACCESSIBLE
50200421|Zeist, Kromme-Rijnlaan|NOTACCESSIBLE|NOTACCESSIBLE
59250360|Maarssenbroek, Bloem-Boomstede|NOTACCESSIBLE|NOTACCESSIBLE
50002400|Utrecht, Kastelenplantsoen|ACCESSIBLE|ACCESSIBLE
59250480|Maarssenbroek, Kamelenspoor|NOTACCESSIBLE|NOTACCESSIBLE
50200560|Zeist, Couwenhoven|NOTACCESSIBLE|NOTACCESSIBLE
59140051|Utrecht, Kernweg|NOTACCESSIBLE|NOTACCESSIBLE
51110230|Vleuten, Rubenslaan|NOTACCESSIBLE|NOTACCESSIBLE
50000540|Utrecht, Nijenoord|NOTACCESSIBLE|NOTACCESSIBLE
51340551|Vianen, Marconiweg|NOTACCESSIBLE|NOTACCESSIBLE
51220872|Nieuwegein, Doorslag|NOTACCESSIBLE|NOTACCESSIBLE
51220541|Nieuwegein, De Bongenaar|NOTACCESSIBLE|NOTACCESSIBLE
50002150|Utrecht, Kanaleneiland Zuid|NOTACCESSIBLE|NOTACCESSIBLE
51220711|Nieuwegein, Graaf Florisweg|NOTACCESSIBLE|NOTACCESSIBLE
51220851|Nieuwegein, IJsselsteinseweg|NOTACCESSIBLE|NOTACCESSIBLE
51380060|Schalkwijk, Jhr. Ramweg|NOTACCESSIBLE|NOTACCESSIBLE
59200120|Maartensdijk, Groenhorst|ACCESSIBLE|ACCESSIBLE
51111160|Utrecht, Klifrakplantsoen|NOTACCESSIBLE|NOTACCESSIBLE
59152000|Utrecht, Paranadreef|NOTACCESSIBLE|NOTACCESSIBLE
51220012|Nieuwegein, Galvanibaan|NOTACCESSIBLE|NOTACCESSIBLE
51340070|Vianen, Rietkamp|NOTACCESSIBLE|NOTACCESSIBLE
50291010|Bunnik, Station|NOTACCESSIBLE|NOTACCESSIBLE
50002140|Utrecht, Vasco da Gamalaan|NOTACCESSIBLE|NOTACCESSIBLE
50190070|Bunnik, Rhijnauwenselaan|NOTACCESSIBLE|NOTACCESSIBLE
50390160|Odijk, Gaspeldoorn|NOTACCESSIBLE|NOTACCESSIBLE
59390110|Huis ter Heide, Van Ostadelaan|NOTACCESSIBLE|NOTACCESSIBLE
51220240|Nieuwegein, Koetsdrift|NOTACCESSIBLE|NOTACCESSIBLE
59250240|Maarssen, Station/Bisonspoor|NOTACCESSIBLE|NOTACCESSIBLE
50200520|Zeist, Nijenheim|NOTACCESSIBLE|NOTACCESSIBLE
50100150|De Bilt, Hessenweg|ACCESSIBLE|ACCESSIBLE
50220050|Bilthoven, Station|NOTACCESSIBLE|NOTACCESSIBLE
59250180|Maarssen, Thorbeckelaan|NOTACCESSIBLE|NOTACCESSIBLE
50001050|Utrecht, Stadionlaan|NOTACCESSIBLE|NOTACCESSIBLE
50201230|Zeist, Grote Koppel|NOTACCESSIBLE|NOTACCESSIBLE
50000310|Utrecht, Kleine Singel|NOTACCESSIBLE|ACCESSIBLE
50007200|Utrecht, Westplein|NOTACCESSIBLE|NOTACCESSIBLE
32003412|Zweeloostraat|ACCESSIBLE|ACCESSIBLE
32002858|Nieuwe Haven|NOTACCESSIBLE|NOTACCESSIBLE
42011801|Den Haag, Eendenplein|NOTACCESSIBLE|NOTACCESSIBLE
42019702|Den Haag, De Uithof|NOTACCESSIBLE|NOTACCESSIBLE
32001917|Laan van Eik en Duinen|NOTACCESSIBLE|NOTACCESSIBLE
32005102|Herenstraat|NOTACCESSIBLE|NOTACCESSIBLE
42005304|Delft, Station Delft (Perron F)|NOTACCESSIBLE|NOTACCESSIBLE
42012701|Den Haag, Guntersteinweg|NOTACCESSIBLE|NOTACCESSIBLE
42059701|Zoetermeer, Centrum West (Perron A)|NOTACCESSIBLE|NOTACCESSIBLE
022953|Station Sloterdijk|ACCESSIBLE|UNKNOWN
022963|Isolatorweg|ACCESSIBLE|UNKNOWN
022973|Isolatorweg|ACCESSIBLE|UNKNOWN
032023|Jan v.Galenstraat|ACCESSIBLE|UNKNOWN
032033|Jan v.Galenstraat|ACCESSIBLE|UNKNOWN
032043|Burg.de Vlugtlaan|ACCESSIBLE|UNKNOWN
032053|Burg.de Vlugtlaan|ACCESSIBLE|UNKNOWN
043183|Henk Sneevlietweg|ACCESSIBLE|UNKNOWN
043193|Henk Sneevlietweg|ACCESSIBLE|UNKNOWN
043203|Heemstedestraat|ACCESSIBLE|UNKNOWN
043213|Heemstedestraat|ACCESSIBLE|UNKNOWN
043223|Station Lelylaan|ACCESSIBLE|UNKNOWN
043233|Station Lelylaan|ACCESSIBLE|UNKNOWN
043243|Postjesweg|ACCESSIBLE|UNKNOWN
043253|Postjesweg|ACCESSIBLE|UNKNOWN
071922|Station Zuid|ACCESSIBLE|UNKNOWN
073423|Amstelveenseweg|ACCESSIBLE|UNKNOWN
073433|Amstelveenseweg|ACCESSIBLE|UNKNOWN
074003|Overamstel|ACCESSIBLE|UNKNOWN
074013|Overamstel|ACCESSIBLE|UNKNOWN
074043|Station RAI|ACCESSIBLE|UNKNOWN
074053|Station RAI|ACCESSIBLE|UNKNOWN
074083|Station Zuid|ACCESSIBLE|UNKNOWN
074093|Station Zuid|ACCESSIBLE|UNKNOWN
074123|De Boelelaan/VU|ACCESSIBLE|UNKNOWN
074133|De Boelelaan/VU|ACCESSIBLE|UNKNOWN
074163|A.J. Ernststraat|ACCESSIBLE|UNKNOWN
074173|A.J. Ernststraat|ACCESSIBLE|UNKNOWN
074213|Van Boshuizenstraat|ACCESSIBLE|UNKNOWN
074243|Uilenstede|ACCESSIBLE|UNKNOWN
074253|Uilenstede|ACCESSIBLE|UNKNOWN
074283|Kronenburg|ACCESSIBLE|UNKNOWN
074293|Kronenburg|ACCESSIBLE|UNKNOWN
074323|Zonnestein|ACCESSIBLE|UNKNOWN
074333|Zonnestein|ACCESSIBLE|UNKNOWN
074363|Onderuit|ACCESSIBLE|UNKNOWN
074373|Onderuit|ACCESSIBLE|UNKNOWN
074403|Oranjebaan|ACCESSIBLE|UNKNOWN
074413|Oranjebaan|ACCESSIBLE|UNKNOWN
074503|Amstelveen Centrum|ACCESSIBLE|UNKNOWN
074513|Amstelveen Centrum|ACCESSIBLE|UNKNOWN
074543|Ouderkerkerlaan|ACCESSIBLE|UNKNOWN
074553|Ouderkerkerlaan|ACCESSIBLE|UNKNOWN
074583|Sportlaan|ACCESSIBLE|UNKNOWN
074593|Sportlaan|ACCESSIBLE|UNKNOWN
074623|Marne|ACCESSIBLE|UNKNOWN
074633|Marne|ACCESSIBLE|UNKNOWN
074663|Gondel|ACCESSIBLE|UNKNOWN
074673|Gondel|ACCESSIBLE|UNKNOWN
074703|Meent|ACCESSIBLE|UNKNOWN
074713|Meent|ACCESSIBLE|UNKNOWN
074743|Brink|ACCESSIBLE|UNKNOWN
074753|Brink|ACCESSIBLE|UNKNOWN
074783|Poortwachter|ACCESSIBLE|UNKNOWN
074793|Poortwachter|ACCESSIBLE|UNKNOWN
074963|Spinnerij|ACCESSIBLE|UNKNOWN
074973|Spinnerij|ACCESSIBLE|UNKNOWN
074983|Sacharovlaan|ACCESSIBLE|UNKNOWN
074993|Sacharovlaan|ACCESSIBLE|UNKNOWN
075003|Westwijk|ACCESSIBLE|UNKNOWN
075013|Westwijk|ACCESSIBLE|UNKNOWN
095003|Centraal Station|ACCESSIBLE|UNKNOWN
095023|Nieuwmarkt|ACCESSIBLE|UNKNOWN
